A Digital Hardware Implementation for A new Mixed-Order Nonlinear 3-D Chaotic System,Elsafty A.H. ,"Nile University, Nanoelectronics Integrated Systems Center (NISC), Giza,",57202986074,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=57202986074&zone=,"Elsafty, Abdulaziz H.","Elsafty, Abdulaziz H. ; ElSafty, Abdulaziz H. ; Elsafty, Abdulaziz H."
Physical characterization of Cu2ZnGeSe4thin films from annealing of Cu-Zn-Ge precursor layers, Elanzeery H. ,"Microelectronics System Design Department, Nile University, Cairo,",55270301600,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=55270301600&zone=,"ElAnzeery, Hossam Mahmoud Gamal El Din Mohammed","ElAnzeery, Hossam Mahmoud Gamal El Din Mohammed ; Elanzeery, Hossam ; Elanzeery, H. ; ElAnzeery, Hossam ; ElAnzeery, H."
Process variability in Cu2ZnSnSe4 solar cell devices: Electrical and structural investigations, Elanzeery H. ,"Microelectronics System Design Department, Nile University, Cairo,",55270301600,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=55270301600&zone=,"ElAnzeery, Hossam Mahmoud Gamal El Din Mohammed","ElAnzeery, Hossam Mahmoud Gamal El Din Mohammed ; Elanzeery, Hossam ; Elanzeery, H. ; ElAnzeery, Hossam ; ElAnzeery, H."
Refractive index extraction and thickness optimization of Cu2ZnSnSe4 thin film solar cells,ElAnzeery H. ,"Department of Microelectronics System Design, Nile University, Cairo,",55270301600,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=55270301600&zone=,"ElAnzeery, Hossam Mahmoud Gamal El Din Mohammed","ElAnzeery, Hossam Mahmoud Gamal El Din Mohammed ; Elanzeery, Hossam ; Elanzeery, H. ; ElAnzeery, Hossam ; ElAnzeery, H."
Study of alternative back contacts for thin film Cu2ZnSnSe4-based solar cells, ElAnzeery H. ,"Institute for Material Research (IMO), Hasselt University, Wetenschapspark 1, Diepenbeek, 3590, Belgium, Microelectronics System Design Department, Nile University, Cairo,",55270301600,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=55270301600&zone=,"ElAnzeery, Hossam Mahmoud Gamal El Din Mohammed","ElAnzeery, Hossam Mahmoud Gamal El Din Mohammed ; Elanzeery, Hossam ; Elanzeery, H. ; ElAnzeery, Hossam ; ElAnzeery, H."
Dynamic Bayesian Networks for EEG motor imagery feature extraction,Elasuty B. ,"School of Communication and Information Technology, Nile University, Giza,",56809379900,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=56809379900&zone=,"Elasuty, Basem","Elasuty, Basem"
A computed tomography-based planning tool for predicting difficulty of minimally invasive aortic valve replacement,Elattar M.A. ,"Department of Informatics Science, Communication and Information Technology School, Nile University, Giza,",55951661000,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=55951661000&zone=,"Elattar, Mustafa A.","Elattar, Mustafa A. ; Al-Attar, M. A. ; Alattar, Mustafa A. ; AlAttar, M. A. ; AlAttar, Mustafa A. ; Elattar, Mustafa ; Elattar, M. A."
Cardiac MRI steam images denoising using bayes classifier, Al-Attar M.A. ,"Center of Informatics Science, School of Communication and Information Technology, Nile University, Cairo,",55951661000,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=55951661000&zone=,"Elattar, Mustafa A.","Elattar, Mustafa A. ; Al-Attar, M. A. ; Alattar, Mustafa A. ; AlAttar, M. A. ; AlAttar, Mustafa A. ; Elattar, Mustafa ; Elattar, M. A."
Deep convolutional encoder-decoders with aggregated multi-resolution skip connections for skin lesion segmentation, Elattar M.A. ,"Medical Imaging and Image Processing Group, Center for Informatics Sciences, Nile University,",55951661000,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=55951661000&zone=,"Elattar, Mustafa A.","Elattar, Mustafa A. ; Al-Attar, M. A. ; Alattar, Mustafa A. ; AlAttar, M. A. ; AlAttar, Mustafa A. ; Elattar, Mustafa ; Elattar, M. A."
Deep Ensemble Learning for Skin Lesion Classification from Dermoscopic Images, Elattar M.A. ,"Medical Imaging and Image Processing Group, Center for Informatics Sciences, Nile University, Giza,",55951661000,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=55951661000&zone=,"Elattar, Mustafa A.","Elattar, Mustafa A. ; Al-Attar, M. A. ; Alattar, Mustafa A. ; AlAttar, M. A. ; AlAttar, Mustafa A. ; Elattar, Mustafa ; Elattar, M. A."
Left ventricle segmentation using scale-independent multi-gate unet in mri images, Elattar M. ,"Medical Imaging and Image Processing Group, Information Technology and Computer Science School, Nile University, Giza,",55951661000,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=55951661000&zone=,"Elattar, Mustafa A.","Elattar, Mustafa A. ; Al-Attar, M. A. ; Alattar, Mustafa A. ; AlAttar, M. A. ; AlAttar, Mustafa A. ; Elattar, Mustafa ; Elattar, M. A."
Lvlnet: Lightweight left ventricle localizer using encoder-decoder neural network, Elattar M. ,"Medical Imaging and Image Processing Group Nile University, Nile University, Giza,",55951661000,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=55951661000&zone=,"Elattar, Mustafa A.","Elattar, Mustafa A. ; Al-Attar, M. A. ; Alattar, Mustafa A. ; AlAttar, M. A. ; AlAttar, Mustafa A. ; Elattar, Mustafa ; Elattar, M. A."
Myocardial segmentation using constrained multi-seeded region growing,Alattar M.A. ,"Center of Informatics Science, School of Communication and Information Technology, Nile University, Cairo,",55951661000,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=55951661000&zone=,"Elattar, Mustafa A.","Elattar, Mustafa A. ; Al-Attar, M. A. ; Alattar, Mustafa A. ; AlAttar, M. A. ; AlAttar, Mustafa A. ; Elattar, Mustafa ; Elattar, M. A."
Performance evaluation of cardiac MRI image denoising techniques,AlAttar M.A. ,"Center of Informatics Science, School of Communication and Information Technology, Nile University, Cairo,",55951661000,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=55951661000&zone=,"Elattar, Mustafa A.","Elattar, Mustafa A. ; Al-Attar, M. A. ; Alattar, Mustafa A. ; AlAttar, M. A. ; AlAttar, Mustafa A. ; Elattar, Mustafa ; Elattar, M. A."
Segmentation of left ventricle in cardiac MRI images using adaptive multi-seeded region growing,AlAttar M.A. ,"Nile University,",55951661000,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=55951661000&zone=,"Elattar, Mustafa A.","Elattar, Mustafa A. ; Al-Attar, M. A. ; Alattar, Mustafa A. ; AlAttar, M. A. ; AlAttar, Mustafa A. ; Elattar, Mustafa ; Elattar, M. A."
Microsimulation approach to evaluate the use of restricted lefts/through U-turns at major intersections - A case study of Cairo-Egypt urban corridor,ElAzzony T. ,"Intelligent Transportation Systems, Nile University,",36696023300,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=36696023300&zone=,"ElAzzony, Tamer","ElAzzony, Tamer"
A dynamic relaying scheme for cognitive networks with multipacket reception capability,Elazzouni S. ,"Wireless Intelligent Networks Center (WINC), Nile University, Giza,",56352921100,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=56352921100&zone=,"Elazzouni, Sherif","Elazzouni, Sherif ; ElAzzouni, Sherif"
Full-duplex cooperative cognitive radio networks,Elazzouni S. ,"Wireless Intelligent Networks Center (WINC), Nile University, Smart Village,",56352921100,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=56352921100&zone=,"Elazzouni, Sherif","Elazzouni, Sherif ; ElAzzouni, Sherif"
Hidden anchor: A lightweight approach for physical layer location privacy, El-Badry R. ,"Wireless Intelligent Networks Center, Nile University, 12677 Cairo,",35758564700,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=35758564700&zone=,"El-Badry, Rania","El-Badry, Rania"
Hidden anchor: Providing physical layer location privacy in hybrid wireless sensor networks,El-Badry R. ,"Wireless Intelligent Networks Center (WINC), Nile University,",35758564700,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=35758564700&zone=,"El-Badry, Rania","El-Badry, Rania"
HyberLoc: Providing physical layer location privacy in hybrid sensor networks,El-Badry R. ,"Wireless Intelligent Networks Center, Nile University,",35758564700,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=35758564700&zone=,"El-Badry, Rania","El-Badry, Rania"
"Browsers fingerprinting motives, methods, and countermeasures",Elbanna A. ,"School of Communication and Information Technology, Nile University, Information Security Program, Giza,",56286969200,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=56286969200&zone=,"ElBanna, Amr","ElBanna, Amr ; Elbanna, Amr"
"Hardware Advancements Effects on MANET Development, Application and Research",ElBanna A. ,"Nile University, Cairo,",56286969200,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=56286969200&zone=,"ElBanna, Amr","ElBanna, Amr ; Elbanna, Amr"
NONYM!ZER: Mitigation Framework for Browser Fingerprinting,Elbanna A. ,"Information Security Program, School of Communication and Information Technology, Nile University, Giza,",56286969200,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=56286969200&zone=,"ElBanna, Amr","ElBanna, Amr ; Elbanna, Amr"
Conical and cylindrical metallic nanoparticles design for plasmonic photovoltaics enhancement, El-Batawy Y.M. ,"Nile University, Nanoelectronics Integrated Systems Center, Cairo, 12588,",6603406617,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=6603406617&zone=,"El-Batawy, Yasser M.","El-Batawy, Yasser M. ; El-Batawy, Yasser"
Enhanced plasmonic photovoltaic using embedded novel gear-shaped nanoparticles, El-Batawy Y.M. ,"School of Engineering, Nile University, Giza,",6603406617,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=6603406617&zone=,"El-Batawy, Yasser M.","El-Batawy, Yasser M. ; El-Batawy, Yasser"
Interfacial modification of perovskite solar cell using zno electron injection layer with pdms as antireflective coating, El-Batawy Y.M. ,"Nanoelectronics Integrated Systems Center, Nile University, Cairo, 12588,",6603406617,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=6603406617&zone=,"El-Batawy, Yasser M.","El-Batawy, Yasser M. ; El-Batawy, Yasser"
J-V characteristics of plasmonic photovoltaics with embedded conical and cylindrical metallic nanoparticles, El-Batawy Y.M. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University,",6603406617,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=6603406617&zone=,"El-Batawy, Yasser M.","El-Batawy, Yasser M. ; El-Batawy, Yasser"
Modeling of carrier mobility for semispherical quantum dot infrared photodetectors (QDIPs),El-Batawy Y.M. ,"Nanoelectronics Integrated Systems Center, Nile University, Cairo, 12588,",6603406617,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=6603406617&zone=,"El-Batawy, Yasser M.","El-Batawy, Yasser M. ; El-Batawy, Yasser"
Stochastic analysis for one dimensional photonic crystals, El-Batawy Y.M. ,"Nanoelectronics Integrated Systems Center, Nile University, Cairo, 12588,",6603406617,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=6603406617&zone=,"El-Batawy, Yasser M.","El-Batawy, Yasser M. ; El-Batawy, Yasser"
A feedback-soft sensing-based access scheme for cognitive radio networks, Elbatt T. ,"Wireless Intelligent Networks Center (WINC), Nile University, Giza,",6602728758,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=6602728758&zone=,"ElBatt, Tamer A.","ElBatt, Tamer A. ; Elbatt, Tamer A. ; ElBatt, Tamer ; ElBatt, T. ; Elbatt, T. ; Elbatt, Tamer"
A feedback-soft sensing-based cognitive access scheme with feedback erasures, Elbatt T. ,"Wireless Intelligent Networks Center (WINC), Nile University, Smart Village,",6602728758,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=6602728758&zone=,"ElBatt, Tamer A.","ElBatt, Tamer A. ; Elbatt, Tamer A. ; ElBatt, Tamer ; ElBatt, T. ; Elbatt, T. ; Elbatt, Tamer"
A soft sensing-based cognitive access scheme exploiting primary feedback, Elbatt T. ,"Wireless Intelligent Networks Center (WINC), Nile University, Smart Village,",6602728758,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=6602728758&zone=,"ElBatt, Tamer A.","ElBatt, Tamer A. ; Elbatt, Tamer A. ; ElBatt, Tamer ; ElBatt, T. ; Elbatt, T. ; Elbatt, Tamer"
An information-theoretic model for knowledge sharing in opportunistic social networks, Elbatt T. ,"Wireless Intelligent Networks Center (WINC), Nile University, Giza,",6602728758,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=6602728758&zone=,"ElBatt, Tamer A.","ElBatt, Tamer A. ; Elbatt, Tamer A. ; ElBatt, Tamer ; ElBatt, T. ; Elbatt, T. ; Elbatt, Tamer"
Analytical Markov model for slotted ALOHA with opportunistic RF energy harvesting, Elbatt T. ,"Wireless Intelligent Networks Center (WINC), Nile University, Giza,",6602728758,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=6602728758&zone=,"ElBatt, Tamer A.","ElBatt, Tamer A. ; Elbatt, Tamer A. ; ElBatt, Tamer ; ElBatt, T. ; Elbatt, T. ; Elbatt, Tamer"
Asymmetric degrees of freedom of the full-duplex MIMO 3-way channel, Elbatt T. ,"Wireless Intelligent Networks Center (WINC), Nile University, Giza,",6602728758,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=6602728758&zone=,"ElBatt, Tamer A.","ElBatt, Tamer A. ; Elbatt, Tamer A. ; ElBatt, Tamer ; ElBatt, T. ; Elbatt, T. ; Elbatt, Tamer"
Buffer-aware power control for cognitive radio networks, Elbatt T. ,"Wireless Intelligent Networks Center (WINC), Nile University, Cairo,",6602728758,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=6602728758&zone=,"ElBatt, Tamer A.","ElBatt, Tamer A. ; Elbatt, Tamer A. ; ElBatt, Tamer ; ElBatt, T. ; Elbatt, T. ; Elbatt, Tamer"
Cache-aided heterogeneous networks: Coverage and delay analysis, ElBatt T. ,"Wireless Intelligent Networks Center (WINC), Nile University, Giza,",6602728758,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=6602728758&zone=,"ElBatt, Tamer A.","ElBatt, Tamer A. ; Elbatt, Tamer A. ; ElBatt, Tamer ; ElBatt, T. ; Elbatt, T. ; Elbatt, Tamer"
Cognitive Radio Networks with Probabilistic Relaying: Stable Throughput and Delay Tradeoffs, ElBatt T. ,"Wireless Intelligent Networks Center (WINC), Nile University, Giza,",6602728758,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=6602728758&zone=,"ElBatt, Tamer A.","ElBatt, Tamer A. ; Elbatt, Tamer A. ; ElBatt, Tamer ; ElBatt, T. ; Elbatt, T. ; Elbatt, Tamer"
Cooperative access in cognitive radio networks: Stable throughput and delay tradeoffs, Elbatt T. ,"Wireless Intelligent Networks Center (WINC), Nile University, Giza,",6602728758,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=6602728758&zone=,"ElBatt, Tamer A.","ElBatt, Tamer A. ; Elbatt, Tamer A. ; ElBatt, Tamer ; ElBatt, T. ; Elbatt, T. ; Elbatt, Tamer"
Cooperative Q-learning techniques for distributed online power allocation in femtocell networks, ElBatt T. ,"Wireless Intelligence Network Center (WINC), Nile University, Cairo,",6602728758,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=6602728758&zone=,"ElBatt, Tamer A.","ElBatt, Tamer A. ; Elbatt, Tamer A. ; ElBatt, Tamer ; ElBatt, T. ; Elbatt, T. ; Elbatt, Tamer"
Cost-Effective Data Transfer for Mobile Health Care, Elbatt T. ,"Wireless Intelligent Networks Center (WINC), Nile University, Giza, 12588,",6602728758,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=6602728758&zone=,"ElBatt, Tamer A.","ElBatt, Tamer A. ; Elbatt, Tamer A. ; ElBatt, Tamer ; ElBatt, T. ; Elbatt, T. ; Elbatt, Tamer"
Cost-effective networking for mobile healthcare, ElBatt T. ,"Nile University,",6602728758,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=6602728758&zone=,"ElBatt, Tamer A.","ElBatt, Tamer A. ; Elbatt, Tamer A. ; ElBatt, Tamer ; ElBatt, T. ; Elbatt, T. ; Elbatt, Tamer"
Decentralized coded caching in wireless networks: Trade-off between storage and latency, Elbatt T. ,"Wireless Intelligent Networks Center (WINC), Nile University, Cairo,",6602728758,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=6602728758&zone=,"ElBatt, Tamer A.","ElBatt, Tamer A. ; Elbatt, Tamer A. ; ElBatt, Tamer ; ElBatt, T. ; Elbatt, T. ; Elbatt, Tamer"
Degrees of freedom for separated and non-separated half-duplex cellular MIMO two-way relay channels, Elbatt T. ,"Wireless Intelligent Networks Center (WINC), Nile University, Cairo,",6602728758,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=6602728758&zone=,"ElBatt, Tamer A.","ElBatt, Tamer A. ; Elbatt, Tamer A. ; ElBatt, Tamer ; ElBatt, T. ; Elbatt, T. ; Elbatt, Tamer"
