Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Document Type,Publication Stage,Access Type,Source,EID,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,Column65,Column66,Column67,Column68,Column69,Column70,Column71,Column72,Column73,Column74,Column75,Column76,Column77,Column78,Column79,Column80,Column81,Column82,Column83,Column84,Column85,Column86,Column87,Column88,Column89,Column90,Column91,Column92,Column93,Column94,Column95,Column96,Column97,Column98,Column99,Column100,Column101,Column102,Column103,Column104,Column105,Column106,Column107,Column108,Column109,Column110,Column111,Column112,Column113,Column114,Column115,Column116,Column117,Column118,Column119,Column120,Column121,Column122,Column123,Column124,Column125,Column126,Column127,Column128,Column129,Column130,Column131,Column132,Column133,Column134,Column135,Column136,Column137,Column138,Column139,Column140,Column141,Column142,Column143,Column144,Column145,Column146,Column147,Column148,Column149,Column150,Column151,Column152,Column153,Column154,Column155,Column156,Column157,Column158,Column159,Column160,Column161,Column162,Column163,Column164,Column165,Column166,Column167,Column168,Column169,Column170,Column171,Column172,Column173,Column174,Column175,Column176,Column177,Column178,Column179,Column180,Column181,Column182,Column183,Column184,Column185,Column186,Column187,Column188,Column189,Column190,Column191,Column192,Column193,Column194,Column195,Column196,Column197,Column198,Column199,Column200,Column201,Column202,Column203,Column204,Column205,Column206,Column207,Column208,Column209,Column210,Column211,Column212,Column213,Column214,Column215,Column216,Column217,Column218,Column219,Column220,Column221,Column222,Column223,Column224,Column225,Column226,Column227,Column228,Column229,Column230,Column231,Column232,Column233,Column234,Column235,Column236,Column237,Column238,Column239,Column240,Column241,Column242,Column243,Column244,Column245,Column246,Column247,Column248,Column249,Column250,Column251,Column252,Column253,Column254,Column255,Column256,Column257,Column258,Column259,Column260,Column261,Column262,Column263,Column264,Column265,Column266,Column267,Column268,Column269,Column270,Column271,Column272,Column273,Column274,Column275,Column276,Column277,Column278,Column279,Column280,Column281,Column282,Column283,Column284,Column285,Column286,Column287,Column288,Column289,Column290,Column291,Column292,Column293,Column294,Column295,Column296,Column297,Column298,Column299,Column300,Column301,Column302,Column303,Column304,Column305,Column306,Column307,Column308,Column309,Column310,Column311,Column312,Column313,Column314,Column315,Column316,Column317,Column318,Column319,Column320,Column321,Column322,Column323,Column324,Column325,Column326,Column327,Column328,Column329,Column330,Column331,Column332,Column333,Column334,Column335,Column336,Column337,Column338,Column339,Column340,Column341,Column342,Column343,Column344,Column345,Column346,Column347,Column348,Column349,Column350,Column351,Column352,Column353,Column354,Column355,Column356,Column357,Column358,Column359,Column360,Column361,Column362,Column363,Column364,Column365,Column366,Column367,Column368,Column369
"AbdelSalam S.S., Jama R.A., Salah M.A.",34869048200;57208548515;57033775300;,EPS inclusion to reduce vertical stresses on shallow tunnels,2019,Geosynthetics International,26,2,,121,135,,6,10.1680/jgein.18.00042,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065104622&doi=10.1680%2fjgein.18.00042&partnerID=40&md5=b7eee4e3c55db86b7307f23143418969,"Civil and Infrastructure Engineering and Management, Faculty of Engineering and Applied Science, Nile University, Sheikh Zayed City, Giza, 12588, Egypt; Mott MacDonald House, 8-10 Sydenham Road, Croydon, CR0 2EE, United Kingdom; Civil Engineering Department, Faculty of Engineering, Zagazig University, Al-Sharqia, 44519, Egypt","AbdelSalam, S.S., Civil and Infrastructure Engineering and Management, Faculty of Engineering and Applied Science, Nile University, Sheikh Zayed City, Giza, 12588, Egypt; Jama, R.A., Mott MacDonald House, 8-10 Sydenham Road, Croydon, CR0 2EE, United Kingdom; Salah, M.A., Civil Engineering Department, Faculty of Engineering, Zagazig University, Al-Sharqia, 44519, Egypt",Article,Final,,Scopus,2-s2.0-85065104622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Soliman M., El-Keyi A., Sultan A.",56453929800;8882086900;35191189900;,Equal-priority multiple access communications with minimum queuing delay,2014,IEEE Vehicular Technology Conference,,,6965966,,,,,10.1109/VTCFall.2014.6965966,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919429777&doi=10.1109%2fVTCFall.2014.6965966&partnerID=40&md5=cdd06c07421763a0f2f2463ea9cc4a25,"Wireless Intelligent Networks Center (WINC), Nile University, Smart Village, Egypt; Dept. of Electrical Engineering, Alexandria University, Egypt","Soliman, M., Wireless Intelligent Networks Center (WINC), Nile University, Smart Village, Egypt; El-Keyi, A., Wireless Intelligent Networks Center (WINC), Nile University, Smart Village, Egypt; Sultan, A., Dept. of Electrical Engineering, Alexandria University, Egypt",Conference Paper,Final,,Scopus,2-s2.0-84919429777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tawfik A.N., Mishustin I.",36635081200;7005498188;,Equation of state for cosmological matter at and beyond QCD and electroweak eras,2019,Journal of Physics G: Nuclear and Particle Physics,46,12,125201,,,,1,10.1088/1361-6471/ab46d4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074764878&doi=10.1088%2f1361-6471%2fab46d4&partnerID=40&md5=c9f070b30663a54e1c3a0381e49bf330,"Nile University, Egyptian Center for Theoretical Physics (ECTP), Juhayna Square of 26th-July-Corridor, Giza, 12588, Egypt; World Laboratory for Cosmology And Particle Physics (WLCAPP), Cairo, 11571, Egypt; Frankfurt Institute for Advanced Studies, Ruth Moufang Str. 1, Frankfurt, 60438, Germany; National Research Center, Kurchatov Institute, Moscow, 123182, Russian Federation","Tawfik, A.N., Nile University, Egyptian Center for Theoretical Physics (ECTP), Juhayna Square of 26th-July-Corridor, Giza, 12588, Egypt, World Laboratory for Cosmology And Particle Physics (WLCAPP), Cairo, 11571, Egypt; Mishustin, I., Frankfurt Institute for Advanced Studies, Ruth Moufang Str. 1, Frankfurt, 60438, Germany, National Research Center, Kurchatov Institute, Moscow, 123182, Russian Federation",Article,Final,,Scopus,2-s2.0-85074764878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Salah K., Ragai H., Ismail Y., El Rouby A.",35617663600;55396208600;7006103071;27367758300;,Equivalent lumped element models for various n-port through silicon vias networks,2011,"Proceedings of the Asia and South Pacific Design Automation Conference, ASP-DAC",,,5722180,176,183,,23,10.1109/ASPDAC.2011.5722180,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952942996&doi=10.1109%2fASPDAC.2011.5722180&partnerID=40&md5=a3be128d1e171bb9d0164c2a8ed51485,"Mentor Graphics, Cairo, Egypt; Ain-Shams University, Cairo, Egypt; Nile University, Cairo, Egypt","Salah, K., Mentor Graphics, Cairo, Egypt; Ragai, H., Ain-Shams University, Cairo, Egypt; Ismail, Y., Nile University, Cairo, Egypt; El Rouby, A., Mentor Graphics, Cairo, Egypt",Conference Paper,Final,,Scopus,2-s2.0-79952942996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eldeeb S.M., Fahmy A.S.",55515907100;7004440552;,Error analysis of fundus image registration using quadratic model transfformation,2015,"Proceedings of the 7th Cairo International Biomedical Engineering Conference, CIBEC 2014",,,7020938,137,140,,1,10.1109/CIBEC.2014.7020938,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923165836&doi=10.1109%2fCIBEC.2014.7020938&partnerID=40&md5=b1546afcf167d4f07a0de4a664dec6c2,"Center for Informatics Science, Nile University, Cairo, Egypt; Systems and Biomedical Engineering Dept., Cairo University, Cairo, Egypt","Eldeeb, S.M., Center for Informatics Science, Nile University, Cairo, Egypt; Fahmy, A.S., Center for Informatics Science, Nile University, Cairo, Egypt, Systems and Biomedical Engineering Dept., Cairo University, Cairo, Egypt",Conference Paper,Final,,Scopus,2-s2.0-84923165836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ahmed A., Abouelhoda M., Khalifa A., Fahmy A.S.",57199491928;8983754500;7101772509;7004440552;,Estimation of the myocardium rotation from standard cine Magnetic Resonance Imaging sequences,2013,"ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing - Proceedings",,,6637804,1023,1026,,,10.1109/ICASSP.2013.6637804,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890455740&doi=10.1109%2fICASSP.2013.6637804&partnerID=40&md5=ccb5cf8433d0d88369d6a5eeed8ef8e2,"Center for Informatics Science (CIS), Nile University (NU), Cairo, Egypt; Systems and Biomedical Engineering Department, Cairo University, Cairo, Egypt; Systems and Biomedical Engineering Department, Helwan University, Cairo, Egypt","Ahmed, A., Center for Informatics Science (CIS), Nile University (NU), Cairo, Egypt; Abouelhoda, M., Center for Informatics Science (CIS), Nile University (NU), Cairo, Egypt, Systems and Biomedical Engineering Department, Cairo University, Cairo, Egypt; Khalifa, A., Systems and Biomedical Engineering Department, Helwan University, Cairo, Egypt; Fahmy, A.S., Center for Informatics Science (CIS), Nile University (NU), Cairo, Egypt, Systems and Biomedical Engineering Department, Cairo University, Cairo, Egypt",Conference Paper,Final,,Scopus,2-s2.0-84890455740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hassan M.S., Shaalan A.A., Dessouky M.I., Abdelnaiem A.E., ElHefnawi M.",55561337600;6602833173;7005350912;57202505167;36113442800;,Evaluation of computational techniques for predicting non-synonymous single nucleotide variants pathogenicity,2019,Genomics,111,4,,869,882,,4,10.1016/j.ygeno.2018.05.013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048586212&doi=10.1016%2fj.ygeno.2018.05.013&partnerID=40&md5=52e8f36fccccb0e95321daf563fba1fd,"Systems and Information Department and Biomedical Informatics Group, Engineering Research Division, National Research Center, Giza, Egypt; Patent Office of Scientific Research Academy, Egypt; Electronics and Communication Department, Faculty of Engineering, Zagazig University, Zagazig, Egypt; Electronics and Electrical Communications Department, Faculty of Electronic Engineering, Menoufia University, Menouf, 32952, Egypt; Center for Informatics, Nile University, Giza, Egypt","Hassan, M.S., Systems and Information Department and Biomedical Informatics Group, Engineering Research Division, National Research Center, Giza, Egypt, Patent Office of Scientific Research Academy, Egypt; Shaalan, A.A., Electronics and Communication Department, Faculty of Engineering, Zagazig University, Zagazig, Egypt; Dessouky, M.I., Electronics and Electrical Communications Department, Faculty of Electronic Engineering, Menoufia University, Menouf, 32952, Egypt; Abdelnaiem, A.E., Electronics and Communication Department, Faculty of Engineering, Zagazig University, Zagazig, Egypt; ElHefnawi, M., Systems and Information Department and Biomedical Informatics Group, Engineering Research Division, National Research Center, Giza, Egypt, Center for Informatics, Nile University, Giza, Egypt",Article,Final,,Scopus,2-s2.0-85048586212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mohammed P., Eid Y., Badawy M., Hassan A.",57211987571;57211990216;24723484700;57217371978;,Evaluation of Different Sarcasm Detection Models for Arabic News Headlines,2020,Advances in Intelligent Systems and Computing,1058,,,418,426,,,10.1007/978-3-030-31129-2_38,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075617055&doi=10.1007%2f978-3-030-31129-2_38&partnerID=40&md5=e5a0aee01e39da7584b8e0727bb41e6a,"Faculty of Engineering, Mansoura University, Mansoura, Egypt; Nile University, Giza, Egypt; Ain-Shams University, Cairo, Egypt","Mohammed, P., Faculty of Engineering, Mansoura University, Mansoura, Egypt; Eid, Y., Faculty of Engineering, Mansoura University, Mansoura, Egypt; Badawy, M., Faculty of Engineering, Mansoura University, Mansoura, Egypt; Hassan, A., Nile University, Giza, Egypt, Ain-Shams University, Cairo, Egypt",Conference Paper,Final,,Scopus,2-s2.0-85075617055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sayed M.R., Fahmy A.S.",55328328500;7004440552;,Evaluation of the cardiac global function from tagged magnetic resonance images,2012,"Proceedings of the IASTED International Symposia on Imaging and Signal Processing in Health Care and Technology, ISPHT 2012",,,,34,38,,2,10.2316/P.2012.771-026,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864625503&doi=10.2316%2fP.2012.771-026&partnerID=40&md5=94046adc9686585d964ea82c6903da35,"Center for Informatics Science, School of Communication and Information Technology, Nile University, Egypt; Computer Science, School of Computer and Information, Helwan University, Egypt; Systems and Biomedical Engineering, School of Engineering, Cairo University, Cairo, Egypt","Sayed, M.R., Center for Informatics Science, School of Communication and Information Technology, Nile University, Egypt, Computer Science, School of Computer and Information, Helwan University, Egypt; Fahmy, A.S., Center for Informatics Science, School of Communication and Information Technology, Nile University, Egypt, Systems and Biomedical Engineering, School of Engineering, Cairo University, Cairo, Egypt",Conference Paper,Final,,Scopus,2-s2.0-84864625503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AboBakr A., Said L.A., Madian A.H., Elwakil A.S., Radwan A.G.",57203044258;36740094700;15049578500;7003287524;7103379659;,Experimental comparison of integer/fractional-order electrical models of plant,2017,AEU - International Journal of Electronics and Communications,80,,,1,9,,49,10.1016/j.aeue.2017.06.010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028697704&doi=10.1016%2fj.aeue.2017.06.010&partnerID=40&md5=b74ad151a4d113b4225be93e9f3f22c9,"NISC Research Center, Nile University, Cairo, Egypt; Radiation Engineering Dept., NCRRT, Egyptian Atomic Energy Authority, Egypt; Department of Electrical & Computer Engineering, College of Engineering, University of Sharjah, Sharjah, United Arab Emirates; Dept. of Engineering Mathematics and Physics, Cairo University, Egypt","AboBakr, A., NISC Research Center, Nile University, Cairo, Egypt; Said, L.A., NISC Research Center, Nile University, Cairo, Egypt; Madian, A.H., NISC Research Center, Nile University, Cairo, Egypt, Radiation Engineering Dept., NCRRT, Egyptian Atomic Energy Authority, Egypt; Elwakil, A.S., NISC Research Center, Nile University, Cairo, Egypt, Department of Electrical & Computer Engineering, College of Engineering, University of Sharjah, Sharjah, United Arab Emirates; Radwan, A.G., NISC Research Center, Nile University, Cairo, Egypt, Dept. of Engineering Mathematics and Physics, Cairo University, Egypt",Article,Final,,Scopus,2-s2.0-85028697704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Elwakil A.S., Agambayev A., Allagui A., Salama K.N.",7003287524;57193226398;26430321800;57203414946;,Experimental demonstration of fractional-order oscillators of orders 2.6 and 2.7,2017,"Chaos, Solitons and Fractals",96,,,160,164,,24,10.1016/j.chaos.2017.01.017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011866847&doi=10.1016%2fj.chaos.2017.01.017&partnerID=40&md5=6fbac5ee17b61dc6602958689ec378cb,"Department of Electrical and Computer Engineering, University of Sharjah, PO Box 27272, Sharjah, United Arab Emirates; Nanoelectronics Integrated Systems Center (NISC), Nile University, Cairo, Egypt; Computer, Electrical and Mathematical Sciences and Engineering Division, King Abdullah University of Science and Technology (KAUST), Thuwal, Saudi Arabia; The Neuroscience Research Institute, The Ohio State University, Columbus, OH, United States; Department of Sustainable and Renewable Energy Engineering, University of Sharjah, PO Box 27272, Sharjah, United Arab Emirates; Advanced Materials Research Center, University of Sharjah, PO Box 27272, Sharjah, United Arab Emirates","Elwakil, A.S., Department of Electrical and Computer Engineering, University of Sharjah, PO Box 27272, Sharjah, United Arab Emirates, Nanoelectronics Integrated Systems Center (NISC), Nile University, Cairo, Egypt; Agambayev, A., Computer, Electrical and Mathematical Sciences and Engineering Division, King Abdullah University of Science and Technology (KAUST), Thuwal, Saudi Arabia; Allagui, A., Department of Sustainable and Renewable Energy Engineering, University of Sharjah, PO Box 27272, Sharjah, United Arab Emirates, Advanced Materials Research Center, University of Sharjah, PO Box 27272, Sharjah, United Arab Emirates; Salama, K.N., Computer, Electrical and Mathematical Sciences and Engineering Division, King Abdullah University of Science and Technology (KAUST), Thuwal, Saudi Arabia, The Neuroscience Research Institute, The Ohio State University, Columbus, OH, United States",Article,Final,,Scopus,2-s2.0-85011866847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Abdelazim M.T., Abdelbaki N., Shosha A.F.",57197837461;55932162200;54783521500;,Experimental digital forensics of subscriber identification module (SIM) Card,2017,Computer and Network Security Essentials,,,,391,405,,,10.1007/978-3-319-58424-9_22,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035086724&doi=10.1007%2f978-3-319-58424-9_22&partnerID=40&md5=9dc7ca512a54a804db1f360b86249449,"Nile University, Cairo, Egypt","Abdelazim, M.T., Nile University, Cairo, Egypt; Abdelbaki, N., Nile University, Cairo, Egypt; Shosha, A.F., Nile University, Cairo, Egypt",Book Chapter,Final,,Scopus,2-s2.0-85035086724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Elhussieny A., Faisal M., D'Angelo G., Everitt N.M., Fahim I.S.",57205555543;57205685088;57188958341;25942411000;56572668600;,Experimental investigation of chitosan film reinforced by chitin fibers and chitin whiskers extracted from shrimp shell waste,2020,Journal of Engineering Science and Technology,15,4,,2730,2745,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090571811&partnerID=40&md5=8bc63adb4db42a6cd934f431fc631f05,"Centre of Nanoscience and technology (CNT), Nile University, Nile Avenue, Giza, 116453, Egypt; Bioengineering Research Group, Faculty of Engineering, University of Nottingham, University Park, Nottingham, NG7 2RD, United Kingdom; Department of Mechanical Materials and Manufacturing Engineering, University of Nottingham, Nottingham, NG7 2RD, United Kingdom; Department of Industrial Engineering, School of Engineering, SESC research centre The, Nile University, Nile Avenue, Giza, 116453, Egypt","Elhussieny, A., Centre of Nanoscience and technology (CNT), Nile University, Nile Avenue, Giza, 116453, Egypt; Faisal, M., Centre of Nanoscience and technology (CNT), Nile University, Nile Avenue, Giza, 116453, Egypt; D'Angelo, G., Bioengineering Research Group, Faculty of Engineering, University of Nottingham, University Park, Nottingham, NG7 2RD, United Kingdom; Everitt, N.M., Department of Mechanical Materials and Manufacturing Engineering, University of Nottingham, Nottingham, NG7 2RD, United Kingdom; Fahim, I.S., Centre of Nanoscience and technology (CNT), Nile University, Nile Avenue, Giza, 116453, Egypt, Department of Industrial Engineering, School of Engineering, SESC research centre The, Nile University, Nile Avenue, Giza, 116453, Egypt",Article,Final,,Scopus,2-s2.0-85090571811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
